"","location","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred"
"1","Afghanistan","AFG",2021-05-11,504502,448878,55624,1.27,1.13,0.14
"2","Afghanistan","AFG",2021-05-20,547901,470341,77560,1.38,1.18,0.19
"3","Afghanistan","AFG",2021-05-24,573277,476367,96910,1.44,1.2,0.24
"4","Afghanistan","AFG",2021-05-26,590454,479372,111082,1.48,1.2,0.28
"5","Afghanistan","AFG",2021-05-27,593313,479574,113739,1.49,1.2,0.29
"6","Afghanistan","AFG",2021-05-30,600152,480226,119926,1.51,1.21,0.3
"7","Afghanistan","AFG",2021-06-02,626290,481690,144600,1.57,1.21,0.36
"8","Afghanistan","AFG",2021-06-03,630305,481800,148505,1.58,1.21,0.37
"9","Afghanistan","AFG",2021-06-08,641295,482952,158343,1.61,1.21,0.4
"10","Afghanistan","AFG",2021-06-14,662003,484737,177266,1.66,1.22,0.44
"11","Afghanistan","AFG",2021-06-22,765890,582128,183762,1.92,1.46,0.46
"12","Afghanistan","AFG",2021-06-27,835694,649434,186260,2.1,1.63,0.47
"13","Afghanistan","AFG",2021-06-30,886854,699200,187654,2.23,1.76,0.47
"14","Afghanistan","AFG",2021-07-05,915671,726349,189322,2.3,1.82,0.48
"15","Afghanistan","AFG",2021-07-07,934463,735213,199250,2.35,1.85,0.5
"16","Afghanistan","AFG",2021-07-11,962093,742934,219159,2.42,1.87,0.55
"17","Afghanistan","AFG",2021-08-20,1201286,770542,430744,3.02,1.93,1.08
"18","Afghanistan","AFG",2021-11-14,4018197,3530173,3188609,10.09,8.86,8
"19","Afghanistan","AFG",2021-11-20,5116767,4285440,3454113,12.84,10.76,8.67
"20","Afghanistan","AFG",2021-11-27,5228706,4397449,3566192,13.13,11.04,8.95
"21","Albania","ALB",2021-02-02,550,549,1,0.02,0.02,0
"22","Albania","ALB",2021-02-09,1127,689,438,0.04,0.02,0.02
"23","Albania","ALB",2021-02-17,1701,1090,611,0.06,0.04,0.02
"24","Albania","ALB",2021-02-18,3049,2438,611,0.11,0.08,0.02
"25","Albania","ALB",2021-02-22,6728,6073,655,0.23,0.21,0.02
"26","Albania","ALB",2021-05-11,622507,440921,181586,21.67,15.35,6.32
"27","Albania","ALB",2021-05-12,632676,444755,187921,22.02,15.48,6.54
"28","Albania","ALB",2021-05-13,638338,445402,192936,22.22,15.5,6.72
"29","Albania","ALB",2021-05-14,653330,448571,204759,22.74,15.61,7.13
"30","Albania","ALB",2021-05-17,680083,456980,223103,23.67,15.91,7.77
"31","Albania","ALB",2021-05-18,688947,460191,228756,23.98,16.02,7.96
"32","Albania","ALB",2021-05-19,697811,463402,234409,24.29,16.13,8.16
"33","Albania","ALB",2021-05-20,703743,466083,237660,24.5,16.22,8.27
"34","Albania","ALB",2021-05-21,708846,469169,239677,24.67,16.33,8.34
"35","Albania","ALB",2021-05-23,716616,472840,243776,24.94,16.46,8.49
"36","Albania","ALB",2021-05-24,725135,475237,249898,25.24,16.54,8.7
"37","Albania","ALB",2021-05-26,748986,479789,269197,26.07,16.7,9.37
"38","Albania","ALB",2021-05-27,759043,481788,277255,26.42,16.77,9.65
"39","Albania","ALB",2021-05-30,772204,485162,287042,26.88,16.89,9.99
"40","Albania","ALB",2021-05-31,776461,486128,290333,27.03,16.92,10.11
"41","Albania","ALB",2021-06-01,780342,487078,293264,27.16,16.95,10.21
"42","Albania","ALB",2021-06-03,787321,490050,297271,27.4,17.06,10.35
"43","Albania","ALB",2021-06-06,798624,492522,306102,27.8,17.14,10.65
"44","Albania","ALB",2021-06-07,803682,493346,310336,27.97,17.17,10.8
"45","Albania","ALB",2021-06-08,809992,494437,315555,28.19,17.21,10.98
"46","Albania","ALB",2021-06-09,816556,496024,320532,28.42,17.27,11.16
"47","Albania","ALB",2021-06-10,823053,498437,324616,28.65,17.35,11.3
"48","Albania","ALB",2021-06-11,830281,501735,328546,28.9,17.46,11.44
"49","Albania","ALB",2021-06-12,834868,503721,331147,29.06,17.53,11.53
"50","Albania","ALB",2021-06-13,836430,504257,332173,29.11,17.55,11.56
"51","Albania","ALB",2021-06-14,842535,507764,334771,29.33,17.67,11.65
"52","Albania","ALB",2021-06-15,848430,507854,340576,29.53,17.68,11.85
"53","Albania","ALB",2021-06-16,854227,509282,344945,29.73,17.73,12.01
"54","Albania","ALB",2021-06-17,862628,511175,351453,30.03,17.79,12.23
"55","Albania","ALB",2021-06-20,880912,515884,365028,30.66,17.96,12.71
"56","Albania","ALB",2021-06-21,890052,519674,370378,30.98,18.09,12.89
"57","Albania","ALB",2021-06-22,901429,525800,375629,31.38,18.3,13.07
"58","Albania","ALB",2021-06-23,912874,532225,380649,31.77,18.53,13.25
"59","Albania","ALB",2021-06-24,922886,537018,385868,32.12,18.69,13.43
"60","Albania","ALB",2021-06-28,943439,547300,396139,32.84,19.05,13.79
"61","Albania","ALB",2021-06-29,955498,556252,399246,33.26,19.36,13.9
"62","Albania","ALB",2021-06-30,968034,564530,403504,33.69,19.65,14.05
"63","Albania","ALB",2021-07-01,974486,567084,407402,33.92,19.74,14.18
"64","Albania","ALB",2021-07-02,981499,569352,412147,34.16,19.82,14.35
"65","Albania","ALB",2021-07-04,988550,571759,416791,34.41,19.9,14.51
"66","Albania","ALB",2021-07-05,994081,574187,419894,34.6,19.99,14.62
"67","Albania","ALB",2021-07-06,1000063,576905,423158,34.81,20.08,14.73
"68","Albania","ALB",2021-07-07,1005663,579552,426111,35,20.17,14.83
"69","Albania","ALB",2021-07-08,1011297,582106,429191,35.2,20.26,14.94
"70","Albania","ALB",2021-07-09,1016554,584832,431722,35.38,20.36,15.03
"71","Albania","ALB",2021-07-10,1021408,587238,434170,35.55,20.44,15.11
"72","Albania","ALB",2021-07-11,1022802,587876,434926,35.6,20.46,15.14
"73","Albania","ALB",2021-07-12,1029234,590476,438758,35.83,20.55,15.27
"74","Albania","ALB",2021-07-13,1035667,592502,443165,36.05,20.62,15.43
"75","Albania","ALB",2021-07-14,1043499,594669,448830,36.32,20.7,15.62
"76","Albania","ALB",2021-07-15,1052108,596977,455131,36.62,20.78,15.84
"77","Albania","ALB",2021-07-16,1060042,599387,460655,36.9,20.86,16.03
"78","Albania","ALB",2021-07-17,1067135,601701,465434,37.14,20.94,16.2
"79","Albania","ALB",2021-07-18,1069365,602460,466905,37.22,20.97,16.25
"80","Albania","ALB",2021-07-20,1082424,609538,472886,37.68,21.22,16.46
"81","Albania","ALB",2021-07-21,1095453,616592,478861,38.13,21.46,16.67
"82","Albania","ALB",2021-07-22,1109785,624490,485295,38.63,21.74,16.89
"83","Albania","ALB",2021-07-25,1138771,640047,498724,39.64,22.28,17.36
"84","Albania","ALB",2021-07-29,1179769,660756,519013,41.06,23,18.07
"85","Albania","ALB",2021-07-30,1190847,665632,525215,41.45,23.17,18.28
"86","Albania","ALB",2021-07-31,1198933,670215,528718,41.73,23.33,18.4
"87","Albania","ALB",2021-08-01,1203087,672765,530322,41.88,23.42,18.46
"88","Albania","ALB",2021-08-02,1212761,677938,534823,42.21,23.6,18.62
"89","Albania","ALB",2021-08-03,1221640,683052,538588,42.52,23.78,18.75
"90","Albania","ALB",2021-08-04,1229405,687768,541637,42.79,23.94,18.85
"91","Albania","ALB",2021-08-05,1238036,693000,545036,43.09,24.12,18.97
"92","Albania","ALB",2021-08-08,1259952,706470,553482,43.86,24.59,19.27
"93","Albania","ALB",2021-08-10,1280239,720232,560007,44.56,25.07,19.49
"94","Albania","ALB",2021-08-13,1309995,742540,567455,45.6,25.85,19.75
"95","Albania","ALB",2021-08-15,1321198,750965,570233,45.99,26.14,19.85
"96","Albania","ALB",2021-08-16,1330754,757938,572816,46.32,26.38,19.94
"97","Albania","ALB",2021-08-17,1340339,764997,575342,46.65,26.63,20.03
"98","Albania","ALB",2021-08-19,1358228,776986,581242,47.28,27.05,20.23
"99","Albania","ALB",2021-08-21,1373349,785724,587625,47.8,27.35,20.45
"100","Albania","ALB",2021-08-22,1376763,787510,589253,47.92,27.41,20.51
"101","Albania","ALB",2021-08-23,1386713,792663,594050,48.27,27.59,20.68
"102","Albania","ALB",2021-08-24,1396390,797441,598949,48.61,27.76,20.85
"103","Albania","ALB",2021-08-25,1405653,802394,603259,48.93,27.93,21
"104","Albania","ALB",2021-08-26,1415907,807368,608539,49.28,28.1,21.18
"105","Albania","ALB",2021-08-27,1427977,812555,615422,49.7,28.28,21.42
"106","Albania","ALB",2021-08-29,1444764,818955,625809,50.29,28.51,21.78
"107","Albania","ALB",2021-08-30,1458048,824170,633878,50.75,28.69,22.06
"108","Albania","ALB",2021-08-31,1472316,830396,641920,51.25,28.9,22.34
"109","Albania","ALB",2021-09-01,1485250,836613,648637,51.7,29.12,22.58
"110","Albania","ALB",2021-09-02,1499898,844304,655594,52.21,29.39,22.82
"111","Albania","ALB",2021-09-06,1539232,865281,673951,53.58,30.12,23.46
"112","Albania","ALB",2021-09-07,1553626,872116,681510,54.08,30.36,23.72
"113","Albania","ALB",2021-09-08,1567313,879459,687854,54.55,30.61,23.94
"114","Albania","ALB",2021-09-09,1579402,885981,693421,54.98,30.84,24.14
"115","Albania","ALB",2021-09-10,1589575,890978,698597,55.33,31.01,24.32
"116","Albania","ALB",2021-09-11,1598196,895363,702833,55.63,31.17,24.46
"117","Albania","ALB",2021-09-12,1601552,896926,704626,55.75,31.22,24.53
"118","Albania","ALB",2021-09-13,1610157,900814,709343,56.05,31.36,24.69
"119","Albania","ALB",2021-09-14,1618111,904594,713517,56.32,31.49,24.84
"120","Albania","ALB",2021-09-15,1625636,908232,717404,56.58,31.61,24.97
"121","Albania","ALB",2021-09-16,1632986,911372,721614,56.84,31.72,25.12
"122","Albania","ALB",2021-09-17,1640239,914401,725838,57.09,31.83,25.26
"123","Albania","ALB",2021-09-19,1649884,918307,731577,57.43,31.96,25.46
"124","Albania","ALB",2021-09-20,1657595,921001,736594,57.7,32.06,25.64
"125","Albania","ALB",2021-09-21,1665590,923771,741819,57.98,32.15,25.82
"126","Albania","ALB",2021-09-22,1674093,926652,747441,58.27,32.25,26.02
"127","Albania","ALB",2021-09-23,1683644,929624,754020,58.6,32.36,26.25
"128","Albania","ALB",2021-09-24,1693555,932595,760960,58.95,32.46,26.49
"129","Albania","ALB",2021-09-27,1715133,938985,776148,59.7,32.68,27.02
"130","Albania","ALB",2021-09-28,1723996,941418,782578,60.01,32.77,27.24
"131","Albania","ALB",2021-09-29,1732549,944011,788538,60.31,32.86,27.45
"132","Albania","ALB",2021-09-30,1741373,946495,794878,60.61,32.95,27.67
"133","Albania","ALB",2021-10-01,1749106,948553,800553,60.88,33.02,27.87
"134","Albania","ALB",2021-10-02,1756040,950620,805420,61.12,33.09,28.03
"135","Albania","ALB",2021-10-04,1764714,952949,811765,61.43,33.17,28.26
"136","Albania","ALB",2021-10-05,1771542,955083,816459,61.66,33.24,28.42
"137","Albania","ALB",2021-10-06,1778093,957147,820946,61.89,33.32,28.58
"138","Albania","ALB",2021-10-07,1783984,958874,825110,62.1,33.38,28.72
"139","Albania","ALB",2021-10-08,1789592,960652,828940,62.29,33.44,28.85
"140","Albania","ALB",2021-10-09,1795351,962281,833070,62.49,33.49,29
"141","Albania","ALB",2021-10-12,1810433,968117,842316,63.02,33.7,29.32
"142","Albania","ALB",2021-10-13,1816580,970703,845877,63.23,33.79,29.44
"143","Albania","ALB",2021-10-17,1836856,979655,857201,63.94,34.1,29.84
"144","Albania","ALB",2021-10-18,1842661,982467,860194,64.14,34.2,29.94
"145","Albania","ALB",2021-10-19,1848634,985320,863314,64.35,34.3,30.05
"146","Albania","ALB",2021-10-20,1854615,988414,866201,64.55,34.4,30.15
"147","Albania","ALB",2021-10-21,1860335,991371,868964,64.75,34.51,30.25
"148","Albania","ALB",2021-10-22,1865942,994446,871496,64.95,34.61,30.33
"149","Albania","ALB",2021-10-24,1873903,998130,875773,65.23,34.74,30.48
"150","Albania","ALB",2021-10-25,1879391,1000993,878398,65.42,34.84,30.57
"151","Albania","ALB",2021-10-27,1891041,1007734,883307,65.82,35.08,30.75
"152","Albania","ALB",2021-10-28,1896652,1011039,885613,66.02,35.19,30.83
"153","Albania","ALB",2021-10-29,1901824,1013959,887865,66.2,35.29,30.9
"154","Albania","ALB",2021-11-01,1909861,1018154,891707,66.48,35.44,31.04
"155","Albania","ALB",2021-11-03,1926604,1025180,898625,67.06,35.68,31.28
"156","Albania","ALB",2021-11-06,1944676,1031588,904858,67.69,35.91,31.5
"157","Albania","ALB",2021-11-07,1947148,1032457,905876,67.78,35.94,31.53
"158","Albania","ALB",2021-11-09,1963359,1037546,910845,68.34,36.11,31.7
"159","Albania","ALB",2021-11-10,1971973,1040015,913524,68.64,36.2,31.8
"160","Albania","ALB",2021-11-11,1980231,1042227,916432,68.93,36.28,31.9
"161","Albania","ALB",2021-11-14,2000104,1047822,924194,69.62,36.47,32.17
"162","Albania","ALB",2021-11-16,2016954,1051540,930527,70.21,36.6,32.39
"163","Albania","ALB",2021-11-17,2025561,1053553,933630,70.5,36.67,32.5
"164","Albania","ALB",2021-11-18,2033766,1055690,936539,70.79,36.75,32.6
"165","Albania","ALB",2021-11-21,2050342,1059927,942903,71.37,36.89,32.82
"166","Albania","ALB",2021-11-24,2074670,1065961,951371,72.21,37.1,33.11
"167","Albania","ALB",2021-11-25,2081782,1067769,953489,72.46,37.17,33.19
"168","Albania","ALB",2021-11-28,2096897,1071871,959555,72.99,37.31,33.4
"169","Albania","ALB",2021-11-30,2101039,1072645,961013,73.13,37.34,33.45
"170","Albania","ALB",2021-12-01,2111797,1075332,965964,73.51,37.43,33.62
"171","Albania","ALB",2021-12-03,2130714,1080490,971974,74.17,37.61,33.83
"172","Albania","ALB",2021-12-05,2141863,1084071,975573,74.55,37.73,33.96
"173","Albania","ALB",2021-12-06,2151065,1087187,978333,74.87,37.84,34.05
"174","Albania","ALB",2021-12-07,2161198,1090591,981170,75.23,37.96,34.15
"175","Albania","ALB",2021-12-08,2166207,1092316,982658,75.4,38.02,34.2
"176","Albania","ALB",2021-12-12,2196145,1102621,992353,76.44,38.38,34.54
"177","Albania","ALB",2021-12-13,2206089,1105501,995500,76.79,38.48,34.65
"178","Albania","ALB",2021-12-14,2216402,1108572,998326,77.15,38.59,34.75
"179","Albania","ALB",2021-12-15,2226267,1111494,1001189,77.49,38.69,34.85
"180","Albania","ALB",2021-12-18,2251010,1119430,1008465,78.35,38.96,35.1
"181","Albania","ALB",2021-12-21,2270522,1126181,1013806,79.03,39.2,35.29
"182","Albania","ALB",2021-12-23,2286235,1131547,1018549,79.58,39.39,35.45
"183","Algeria","DZA",2021-08-20,4146091,3421279,724812,9.29,7.67,1.62
"184","Algeria","DZA",2021-09-04,8e+06,5e+06,3e+06,17.93,11.21,6.72
"185","Algeria","DZA",2021-09-25,10049978,6017036,4032942,22.53,13.49,9.04
"186","Algeria","DZA",2021-10-24,11080739,6328806,4751933,24.84,14.18,10.65
"187","Algeria","DZA",2021-10-27,11148720,6351998,4796722,24.99,14.24,10.75
"188","Algeria","DZA",2021-10-30,11179354,6364327,4815027,25.06,14.26,10.79
"189","Algeria","DZA",2021-11-02,11271319,6399209,4872110,25.26,14.34,10.92
"190","Algeria","DZA",2021-11-08,11316115,6418827,4897288,25.36,14.39,10.98
"191","Algeria","DZA",2021-11-13,11376816,6446373,4930443,25.5,14.45,11.05
"192","Algeria","DZA",2021-11-21,12008974,6697263,5298544,26.92,15.01,11.88
"193","Algeria","DZA",2021-11-22,12032500,6703364,5314016,26.97,15.02,11.91
"194","Algeria","DZA",2021-11-25,12076870,6716299,5340231,27.07,15.05,11.97
"195","Algeria","DZA",2021-11-29,12145830,6740064,5380385,27.22,15.11,12.06
"196","Algeria","DZA",2021-11-30,12293060,6875003,5391232,27.55,15.41,12.08
"197","Algeria","DZA",2021-12-14,12437324,7019879,5554702,27.88,15.73,12.45
"198","Andorra","AND",2021-03-08,3611,2439,1172,4.67,3.15,1.52
"199","Andorra","AND",2021-03-10,4914,3650,1264,6.35,4.72,1.63
"200","Andorra","AND",2021-03-15,8363,7098,1265,10.81,9.18,1.64
"201","Andorra","AND",2021-04-05,15269,9781,4484,19.74,12.64,5.8
"202","Andorra","AND",2021-04-19,26414,21733,4681,34.15,28.1,6.05
"203","Andorra","AND",2021-04-26,28503,23822,4681,36.85,30.8,6.05
"204","Andorra","AND",2021-05-03,28881,24182,4699,37.34,31.26,6.07
"205","Andorra","AND",2021-05-10,31633,26931,4702,40.89,34.82,6.08
"206","Andorra","AND",2021-05-17,32317,27613,4704,41.78,35.7,6.08
"207","Andorra","AND",2021-05-31,35916,27613,8303,46.43,35.7,10.73
"208","Andorra","AND",2021-06-07,41473,30535,10938,53.61,39.47,14.14
"209","Andorra","AND",2021-06-14,51107,34646,16416,66.07,44.79,21.22
"210","Andorra","AND",2021-06-21,63265,38667,24598,81.79,49.99,31.8
"211","Andorra","AND",2021-06-28,68329,41716,26613,88.33,53.93,34.4
"212","Andorra","AND",2021-07-12,70018,43008,27010,90.52,55.6,34.92
"213","Andorra","AND",2021-07-19,82349,48445,33904,106.46,62.63,43.83
"214","Andorra","AND",2021-08-01,86320,50747,35573,111.59,65.6,45.99
"215","Andorra","AND",2021-08-15,91660,51044,40616,118.49,65.99,52.51
"216","Andorra","AND",2021-08-29,95918,52910,43008,124,68.4,55.6
"217","Andorra","AND",2021-09-26,102032,54312,47720,131.9,70.21,61.69
"218","Andorra","AND",2021-10-03,102692,54383,48309,132.76,70.3,62.45
"219","Andorra","AND",2021-10-31,104534,54999,49535,135.14,71.1,64.04
"220","Andorra","AND",2021-12-05,106428,56095,50333,137.59,72.52,65.07
"221","Andorra","AND",2021-12-12,115709,56628,50551,149.58,73.21,65.35
"222","Angola","AGO",2021-05-12,626572,586377,40195,1.85,1.73,0.12
"223","Angola","AGO",2021-05-18,681502,606287,75215,2.01,1.79,0.22
"224","Angola","AGO",2021-05-21,757535,630984,126551,2.23,1.86,0.37
"225","Angola","AGO",2021-05-26,859979,663049,196930,2.53,1.95,0.58
"226","Angola","AGO",2021-05-31,909215,679034,230181,2.68,2,0.68
"227","Angola","AGO",2021-06-08,1115919,740289,375630,3.29,2.18,1.11
"228","Angola","AGO",2021-06-10,1222630,774926,447704,3.6,2.28,1.32
"229","Angola","AGO",2021-06-15,1314375,822109,492266,3.87,2.42,1.45
"230","Angola","AGO",2021-06-20,1380174,866381,513793,4.07,2.55,1.51
"231","Angola","AGO",2021-06-24,1432699,909119,523580,4.22,2.68,1.54
"232","Angola","AGO",2021-06-28,1488292,943301,544991,4.39,2.78,1.61
"233","Angola","AGO",2021-07-05,1513460,951772,561688,4.46,2.8,1.66
"234","Angola","AGO",2021-07-12,1558201,958373,599828,4.59,2.82,1.77
"235","Angola","AGO",2021-07-19,1592537,958373,634164,4.69,2.82,1.87
"236","Angola","AGO",2021-08-03,1680059,969946,710113,4.95,2.86,2.09
"237","Angola","AGO",2021-08-09,1695588,972978,722610,5,2.87,2.13
"238","Angola","AGO",2021-08-16,1727488,1000191,727297,5.09,2.95,2.14
"239","Angola","AGO",2021-08-20,1754073,1025762,728311,5.17,3.02,2.15
"240","Angola","AGO",2021-08-25,1841568,1110558,731010,5.43,3.27,2.15
"241","Angola","AGO",2021-09-01,2086325,1165755,920570,6.15,3.44,2.71
"242","Angola","AGO",2021-09-11,2469333,1510880,958453,7.28,4.45,2.82
"243","Angola","AGO",2021-09-19,2820134,1836547,983587,8.31,5.41,2.9
"244","Angola","AGO",2021-09-26,3134137,2127405,1006732,9.24,6.27,2.97
"245","Angola","AGO",2021-10-08,4074677,2863708,1210969,12.01,8.44,3.57
"246","Angola","AGO",2021-10-14,4448653,3158501,1290152,13.11,9.31,3.8
"247","Angola","AGO",2021-10-18,5224697,3787300,1437397,15.4,11.16,4.24
"248","Angola","AGO",2021-10-20,5661085,4126328,1534757,16.68,12.16,4.52
"249","Angola","AGO",2021-10-26,6164219,4498272,1665947,18.17,13.26,4.91
"250","Angola","AGO",2021-11-02,6647925,4846094,1801831,19.59,14.28,5.31
"251","Angola","AGO",2021-11-07,7246966,5269623,1977343,21.36,15.53,5.83
"252","Angola","AGO",2021-11-11,7806481,5802574,2003907,23.01,17.1,5.91
"253","Angola","AGO",2021-11-18,8231981,5950213,2281768,24.26,17.53,6.72
"254","Angola","AGO",2021-11-21,8798259,6145451,2652808,25.93,18.11,7.82
"255","Angola","AGO",2021-11-24,9026310,6266044,2760266,26.6,18.47,8.13
"256","Angola","AGO",2021-12-06,10018061,6737721,3280340,29.52,19.86,9.67
"257","Angola","AGO",2021-12-09,10319552,7003795,3315757,30.41,20.64,9.77
"258","Angola","AGO",2021-12-15,10805281,7246240,3559041,31.84,21.35,10.49
"259","Angola","AGO",2021-12-23,11164918,7423668,3741250,32.9,21.88,11.03
"260","Anguilla","AIA",2021-04-22,6898,6115,783,45.61,40.43,5.18
"261","Anguilla","AIA",2021-05-17,13235,8811,4424,87.5,58.25,29.25
"262","Anguilla","AIA",2021-05-28,14443,9004,5439,95.49,59.53,35.96
"263","Anguilla","AIA",2021-06-04,14557,9044,5513,96.24,59.8,36.45
"264","Anguilla","AIA",2021-06-11,14937,9119,5818,98.76,60.29,38.47
"265","Anguilla","AIA",2021-06-18,15198,9183,6015,100.48,60.71,39.77
"266","Anguilla","AIA",2021-06-25,15789,9264,6525,104.39,61.25,43.14
"267","Anguilla","AIA",2021-07-02,16460,9300,7160,108.83,61.49,47.34
"268","Anguilla","AIA",2021-07-09,16951,9321,7630,112.07,61.63,50.45
"269","Anguilla","AIA",2021-07-16,17807,9362,8445,117.73,61.9,55.83
"270","Anguilla","AIA",2021-07-23,18001,9398,8603,119.01,62.14,56.88
"271","Anguilla","AIA",2021-07-30,18193,9428,8765,120.28,62.33,57.95
"272","Anguilla","AIA",2021-08-06,18457,9492,8965,122.03,62.76,59.27
"273","Anguilla","AIA",2021-08-20,18458,9493,8965,122.04,62.76,59.27
"274","Anguilla","AIA",2021-09-03,18471,9493,8978,122.12,62.76,59.36
"275","Anguilla","AIA",2021-09-10,18481,9493,8988,122.19,62.76,59.42
"276","Anguilla","AIA",2021-09-17,18565,9498,9067,122.74,62.8,59.95
"277","Anguilla","AIA",2021-09-24,18584,9498,9086,122.87,62.8,60.07
"278","Anguilla","AIA",2021-10-01,18704,9548,9156,123.66,63.13,60.54
"279","Anguilla","AIA",2021-11-29,19730,9911,9156,130.45,65.53,60.54
"280","Anguilla","AIA",2021-12-01,19914,10038,9213,131.66,66.37,60.91
"281","Anguilla","AIA",2021-12-08,20284,10079,9223,134.11,66.64,60.98
"282","Antigua and Barbuda","ATG",2021-05-17,34441,31860,2581,34.88,32.27,2.61
"283","Antigua and Barbuda","ATG",2021-05-21,39519,32469,7050,40.03,32.89,7.14
"284","Antigua and Barbuda","ATG",2021-05-25,42009,32759,9250,42.55,33.18,9.37
"285","Antigua and Barbuda","ATG",2021-05-26,44230,32876,11354,44.8,33.3,11.5
"286","Antigua and Barbuda","ATG",2021-05-27,45939,33024,12915,46.53,33.45,13.08
"287","Antigua and Barbuda","ATG",2021-05-29,48347,33214,15133,48.97,33.64,15.33
"288","Antigua and Barbuda","ATG",2021-05-31,50329,33463,16866,50.98,33.89,17.08
"289","Antigua and Barbuda","ATG",2021-06-03,51811,33632,18179,52.48,34.07,18.41
"290","Antigua and Barbuda","ATG",2021-06-06,55578,34084,21494,56.29,34.52,21.77
"291","Antigua and Barbuda","ATG",2021-06-07,57264,34368,22896,58,34.81,23.19
"292","Antigua and Barbuda","ATG",2021-06-09,58074,34644,23430,58.82,35.09,23.73
"293","Antigua and Barbuda","ATG",2021-06-12,58727,34883,23844,59.48,35.33,24.15
"294","Antigua and Barbuda","ATG",2021-06-15,59582,35257,24325,60.35,35.71,24.64
"295","Antigua and Barbuda","ATG",2021-06-17,62204,35611,26593,63.01,36.07,26.94
"296","Antigua and Barbuda","ATG",2021-06-20,62809,35768,27041,63.62,36.23,27.39
"297","Antigua and Barbuda","ATG",2021-06-29,63995,36432,27563,64.82,36.9,27.92
"298","Antigua and Barbuda","ATG",2021-07-01,64455,36583,27872,65.29,37.05,28.23
"299","Antigua and Barbuda","ATG",2021-07-04,64696,36692,28004,65.53,37.16,28.36
"300","Antigua and Barbuda","ATG",2021-07-06,64823,36749,28074,65.66,37.22,28.44
"301","Antigua and Barbuda","ATG",2021-07-08,65077,36826,28251,65.92,37.3,28.61
"302","Antigua and Barbuda","ATG",2021-07-09,65337,36908,28429,66.18,37.38,28.8
"303","Antigua and Barbuda","ATG",2021-07-13,65656,37045,28611,66.5,37.52,28.98
"304","Antigua and Barbuda","ATG",2021-07-15,65757,37092,28665,66.6,37.57,29.03
"305","Antigua and Barbuda","ATG",2021-07-18,66124,37316,28808,66.98,37.8,29.18
"306","Antigua and Barbuda","ATG",2021-07-20,66408,37448,28960,67.26,37.93,29.33
"307","Antigua and Barbuda","ATG",2021-07-21,66522,37498,29024,67.38,37.98,29.4
"308","Antigua and Barbuda","ATG",2021-07-22,67847,37555,30292,68.72,38.04,30.68
"309","Antigua and Barbuda","ATG",2021-07-25,68271,37841,30430,69.15,38.33,30.82
"310","Antigua and Barbuda","ATG",2021-07-28,68715,38067,30648,69.6,38.56,31.04
"311","Antigua and Barbuda","ATG",2021-07-29,68850,38146,30704,69.74,38.64,31.1
"312","Antigua and Barbuda","ATG",2021-08-02,69290,38362,30928,70.18,38.86,31.33
"313","Antigua and Barbuda","ATG",2021-08-04,69518,38462,31056,70.41,38.96,31.46
"314","Antigua and Barbuda","ATG",2021-08-07,69903,38605,31298,70.8,39.1,31.7
"315","Antigua and Barbuda","ATG",2021-08-10,70019,38605,31414,70.92,39.1,31.82
"316","Antigua and Barbuda","ATG",2021-08-14,71065,39039,32026,71.98,39.54,32.44
"317","Antigua and Barbuda","ATG",2021-08-16,71434,39186,32248,72.35,39.69,32.66
"318","Antigua and Barbuda","ATG",2021-08-19,71600,39230,32370,72.52,39.74,32.79
"319","Antigua and Barbuda","ATG",2021-08-22,72282,39466,32816,73.21,39.97,33.24
"320","Antigua and Barbuda","ATG",2021-08-24,72902,39808,33094,73.84,40.32,33.52
"321","Antigua and Barbuda","ATG",2021-08-28,73700,40309,33391,74.65,40.83,33.82
"322","Antigua and Barbuda","ATG",2021-08-30,74637,40795,33842,75.6,41.32,34.28
"323","Antigua and Barbuda","ATG",2021-08-31,75069,41061,34008,76.04,41.59,34.45
"324","Antigua and Barbuda","ATG",2021-09-07,77997,42938,35059,79,43.49,35.51
"325","Antigua and Barbuda","ATG",2021-09-10,79390,43681,35709,80.41,44.24,36.17
"326","Antigua and Barbuda","ATG",2021-09-13,79922,43949,35973,80.95,44.52,36.44
"327","Antigua and Barbuda","ATG",2021-09-17,81915,45099,36816,82.97,45.68,37.29
"328","Antigua and Barbuda","ATG",2021-09-24,89252,48580,40672,90.4,49.21,41.2
"329","Antigua and Barbuda","ATG",2021-09-28,93318,51148,42170,94.52,51.81,42.71
"330","Antigua and Barbuda","ATG",2021-10-02,96160,53171,42989,97.4,53.86,43.54
"331","Antigua and Barbuda","ATG",2021-10-04,97384,53736,43648,98.64,54.43,44.21
"332","Antigua and Barbuda","ATG",2021-10-06,97831,53958,43873,99.09,54.65,44.44
"333","Antigua and Barbuda","ATG",2021-10-09,98840,54435,44405,100.11,55.14,44.98
"334","Antigua and Barbuda","ATG",2021-10-13,99846,54758,45088,101.13,55.46,45.67
"335","Antigua and Barbuda","ATG",2021-10-16,101390,55103,46287,102.7,55.81,46.88
"336","Antigua and Barbuda","ATG",2021-10-19,102834,55536,47298,104.16,56.25,47.91
"337","Antigua and Barbuda","ATG",2021-10-23,104500,55703,48797,105.85,56.42,49.43
